pmid,title,abstract,journal,year,doi,first_author,n_authors,study_type,pub_types,mesh_terms,fetched_at
34788426,Weight gain and lifestyle factors in women with and without polycystic ovary syndrome.,"STUDY QUESTION: Do extrinsic factors including lifestyle, psychosocial factors and healthcare professional engagement independently contribute to weight gain in women with and without polycystic ovary syndrome (PCOS)? SUMMARY ANSWER: Women with PCOS had a higher rate of weight gain than women without PCOS which was most marked in those with unhealthy lifestyles. WHAT IS KNOWN ALREADY: Women with PCOS have a higher prevalence of overweight/obesity and greater weight gain than women without PCOS. The association of lifestyle factors with weight change in PCOS is not known. STUDY DESIGN, SIZE, DURATION: The study was a population-based observational study with data collected from seven surveys over 19 years (N = 14 127; Survey 1) involving women with and without PCOS. PARTICIPANTS/MATERIALS, SETTING, METHODS: We used data from the 1973-1978 birth cohort of the Australian Longitudinal Study on Women's Health. MAIN RESULTS AND THE ROLE OF CHANCE: Women with PCOS gained more weight annually (0.26 kg/year; 95% CI 0.12, 0.39; P < 0.0001) and over 19 years (4.62 kg; 95% CI 3.04, 6.21; P < 0.0001) than women without PCOS (adjusted analyses). For all women, there were positive associations between weight gain and energy intake, sitting time and stress; inverse associations with fibre intake and physical activity (PA); and no associations with diet quality, glycaemic index, healthcare utilization, depression or anxiety. There were interactions between lifestyle factors (energy intake P = 0.006, glycaemic index P = 0.025, sitting time P = 0.041 and PA P = 0.021), PCOS status and time such that weight gain varied between women with and without PCOS according to these factors. LIMITATIONS, REASONS FOR CAUTION: The limitations of this study include the use of self-reported measures such as diet, PA, sitting time, psychological factors and health care utilization. WIDER IMPLICATIONS OF THE FINDINGS: While women with PCOS are more prone to weight gain, lifestyle factors have a more profound impact on weight gain in women with PCOS than without PCOS. These study findings have implications for understanding the mechanisms of weight gain in women with PCOS. They also highlight the importance of early lifestyle intervention as soon as PCOS is diagnosed to address modifiable extrinsic factors and prevent excess weight gain and worsening of the clinical features of PCOS. STUDY FUNDING/COMPETING INTEREST(S): M.A.A. is funded by the Monash International Tuition Scholarship and Monash Graduate Scholarship and L.J.M. is funded by a National Heart Foundation Future Leader Fellowship. The authors declared no conflict of interest. TRIAL REGISTRATION NUMBER: N/A.","Human reproduction (Oxford, England)",2021,10.1093/humrep/deab239,Awoke MA,7,Observational Study,"Journal Article; Observational Study; Research Support, Non-U.S. Gov't",Australia; Female; Humans; Life Style; Longitudinal Studies; Polycystic Ovary Syndrome; Weight Gain,2026-09-25T01:46:52+00:00
34448673,"A cross-sectional study on prevalence of menstrual problems, lifestyle, mental health, and PCOS awareness among rural and urban population of Punjab, India.","INTRODUCTION: Menstrual cycle gets affected by various modifiable risk factors. To assess prevalence of various types of menstrual problems, lifestyle and mental health status, identification of variables as predictors for menstrual problems and level of polycystic ovary syndrome (PCOS) awareness among rural and urban population of Punjab, the present study has been carried out. METHODS: The study was conducted from November 2019 to July 2020 in the Malwa region of Punjab, India, with 2673 participants (15-25 years). Epidemiological information was collected using predesigned questionnaire along with depression, anxiety and stress (DASS-21) score mental health assessment tool. MS-Excel (2019) and IBM SPSS 18.0 (SPSS Inc., Chicago, IL) was used for statistical analysis. RESULTS: The overall prevalence of different menstrual problems was 60.61%, with dysmenorrhea (50.64%) being most common problem. Body mass index (BMI), menarche age, physical activity, and mental health status are significant (p < 0.05) predictors of menstrual problem both in rural and urban population. Overall, only 3.30% subjects were aware about PCOS. CONCLUSION: Dysmenorrhea is the most common menstrual problem, both in rural and urban population. BMI, sedentary lifestyle, electronic gadgets usage, and mental health are associated with menstrual problems. Low awareness on PCOS indicates need to create awareness as the condition can be easily managed with early intervention.",Journal of psychosomatic obstetrics and gynaecology,2022,10.1080/0167482X.2021.1965983,Sharma P,4,Observational Study,Journal Article,Cross-Sectional Studies; Dysmenorrhea; Female; Humans; India; Life Style; Menstruation Disturbances; Mental Health; Polycystic Ovary Syndrome; Prevalence; Urban Population,2026-09-25T01:46:52+00:00
34432612,Environmental determinants and PCOS symptoms severity: a cross-sectional study.,"Polycystic Ovary Syndrome is a complicated female disorder worldwide. Researchers conducted a quantitative study to examine multiple environmental determinants contributing to its symptoms severity. Data of 150 PCOS diagnosed women (16 to 45 years) was gathered from private clinics and hospitals of Lahore, Pakistan. Chi-square, spearman's correlation, and linear regression tests were run. Chicken, fast food and spicy food intake were found to be the significant predictors of PCOS severity (F (1, 148) = 6.903, p = 0.01), (F (1, 148) = 11.400, p = 0.001), and (F (1, 148) = 4.525, p = 0.035) respectively. We also found significant relationships of sedentary lifestyle (p = .034) & BMI (p = 0.025) with PCOS symptoms severity. However, relationship of socioeconomic status (SES) was non-significant with the disease severity. These determinants will direct healthcare professionals in proper management and counseling of PCOS women thus improving their life quality.",Health care for women international,2022,10.1080/07399332.2021.1959590,Ashraf S,5,Observational Study,Journal Article,Body Mass Index; Cross-Sectional Studies; Female; Humans; Polycystic Ovary Syndrome; Quality of Life; Sedentary Behavior; Severity of Illness Index,2026-09-25T01:46:52+00:00
34391246,Effect of yoga on polycystic ovarian syndrome: A systematic review.,"Polycystic Ovarian Syndrome (PCOS) is not a disease but a mere syndrome. Many researchers have studied polycystic ovarian syndrome and found that there is no proper cause of that, it may occur due to hormonal imbalance or stress, or due to a sedentary lifestyle. The rate of polycystic ovarian syndrome in Indian women has been increasing rapidly. The symptoms include acne, weight gain, hirsutism, difficulties in fertility, irregular or infrequent periods, immature ovarian eggs that do not ovulate, multiple cysts in the ovary. If left untreated, it may become the cause for heart diseases, diabetes, hypertension, infertility, and even cancer. There are varieties of medical treatments available to treat polycystic ovarian syndrome but they have a temporary effect and if taken for a long time then it may lead to serious side effects. Yoga has proven effects in reducing and managing the symptoms of polycystic ovarian syndrome more effectively along with medicine. This review work has been designed to consider the available literature concerning the effectiveness of yoga in the management of the polycystic ovarian syndrome. It includes some research papers published between 2012 and 2019. By providing yogic treatment effect on several parameters (such as blood lipid level, glucose metabolism, endocrine parameters, quality of life, resting cardiovascular parameters, level of anxiety, depression) on the woman with polycystic ovarian syndrome were measured. After thoroughly studying about 74 research papers, 16 are found most relevant to be reviewed. The studies of these papers concluded the successful use of different yogic limbs for the management of polycystic ovarian syndrome with or without medications.",Journal of bodywork and movement therapies,2021,10.1016/j.jbmt.2021.02.018,Thakur D,4,Systematic Review,Journal Article; Systematic Review,Female; Hirsutism; Humans; Polycystic Ovary Syndrome; Quality of Life; Yoga,2026-09-25T01:46:52+00:00
34176543,Sleep disturbances may influence lifestyle behaviours in women with self-reported polycystic ovary syndrome.,"Polycystic ovary syndrome (PCOS) is associated with a higher prevalence of sleep disturbances and obesity. Treatment of PCOS includes modifying lifestyle behaviours associated with weight management. However, poor sleep in the non-PCOS population has been associated with poorer lifestyle behaviours. The aim was to investigate whether sleep disturbance confounds or modifies the association between lifestyle factors and PCOS. This was a cross-sectional analysis from the Australian Longitudinal Study on Women's Health cohort aged 31-36 years in 2009 were analysed (n 6067, 464 PCOS, 5603 non-PCOS). Self-reported data were collected on PCOS, anthropometry, validated modified version of the Active Australia Physical Activity survey, validated FFQ and sleep disturbances through latent class analysis. Women with PCOS had greater adverse sleep symptoms including severe tiredness (P = 0·001), difficulty sleeping (P < 0·001) and restless sleep (P < 0·001), compared with women without PCOS. Women with PCOS also had higher energy consumption (6911 (sd 2453) v. 6654 (sd 2215) kJ, P = 0·017), fibre intake (19·8 (sd 7·8) v. 18·9 (sd 6·9) g, P = 0·012) and diet quality (dietary guidelines index (DGI)) (88·1 (sd 11·6) v. 86·7 (sd 11·1), P = 0·008), lower glycaemic index (50·2 (sd 4·0) v. 50·7 (sd 3·9), P = 0·021) and increased sedentary behaviour (6·3 (sd 2·8) v. 5·9 (sd 2·8) h, P = 0·009). There was a significant interaction between PCOS and sleep disturbances for DGI (P = 0·035), therefore only for women who had adequate sleep was PCOS associated with a higher DGI. For women with poorer sleep, there was no association between PCOS and DGI. The association between PCOS and improved diet quality may only be maintained if women can obtain enough good quality sleep.",The British journal of nutrition,2022,10.1017/S0007114521002361,Bennett CJ,8,Other,Journal Article,,2026-09-25T01:46:52+00:00
33638879,Exercise training and reproductive outcomes in women with polycystic ovary syndrome: A pilot randomized controlled trial.,"OBJECTIVE: Exercise is recommended for polycystic ovary syndrome (PCOS), but the most effective exercise prescription is unclear. This trial compared effects of high-intensity interval training (HIIT), continuous aerobic exercise training (CAET) and no-exercise control on reproductive, anthropometric and cardiometabolic outcomes in PCOS. DESIGN: Pilot randomized controlled trial. PARTICIPANTS: Previously inactive women aged 18-40 years with PCOS. MEASUREMENTS: Feasibility outcomes included recruitment, retention, adherence to exercise and daily ovulation prediction kit (OPK) testing. Preliminary efficacy outcomes included reproductive, anthropometric and cardiometabolic health markers. RESULTS: Forty-seven women were randomized to no-exercise control (n = 17), HIIT (n = 16), or CAET (n = 14). Forty (85%) participants completed the trial. Median exercise adherence was 68% (IQR 53%, 86%). Median daily OPK-testing adherence in the first half of the intervention was 87% (IQR 61%, 97%) compared with 65% (IQR 0%, 96%) in the second half. Body mass index decreased significantly in CAET compared with control (-1.0 kg/m2 , p = .01) and HIIT (-0.9 kg/m2 , p = .04). Mean waist circumference decreased in all groups (-7.3 cm, -6.9 cm, -4.5 cm in HIIT, CAET and control) with no significant between-group differences. Mean LDL-C was significantly reduced for HIIT compared to CAET (-0.33 mmol/L, p = .03). HDL-C increased in HIIT compared with control (0.18 mmol/L, p = .04). CONCLUSIONS: There were feasibility challenges with adherence to daily ovulation assessment limiting the ability to analyse the effect of the exercise interventions on ovulation. CAET and HIIT were both effective at improving anthropometrics and some cardiometabolic health markers. Further studies need to determine optimal and acceptable exercise prescriptions for this population.",Clinical endocrinology,2021,10.1111/cen.14452,Benham JL,7,Randomized Controlled Trial,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Exercise; Exercise Therapy; Female; Humans; Pilot Projects; Polycystic Ovary Syndrome; Sedentary Behavior,2026-09-25T01:46:52+00:00
32925494,Interrupting Prolonged Sitting and Endothelial Function in Polycystic Ovary Syndrome.,"PURPOSE: In healthy adults, the impairment of vascular function associated with prolonged sitting can be mitigated with intermittent brief bouts of activity. It is unknown whether these benefits extend to women with polycystic ovary syndrome (PCOS), in whom vascular function is typically impaired and sitting time is high. We examined the acute effect of regularly interrupting sitting time with brief simple resistance activities (SRA) on vascular function in PCOS. METHODS: In a randomized crossover trial, 13 physically inactive women with PCOS (18-45 yr) completed two 3.5-h conditions: 1) uninterrupted sitting (SIT) and 2) sitting interrupted by 3-min bouts of SRA every 30 min. Femoral artery flow-mediated dilation (FMD), resting shear rate, and resting blood flow were measured at 0, 1, and 3.5 h. RESULTS: Mean resting femoral shear rate, averaged across the 3.5 h, significantly increased in the SRA condition relative to the SIT condition (40.1 ± 6.1 vs 62.8 ± 6.1 s-1, P < 0.0001). In addition, mean resting blood flow also significantly increased across the 3.5 h for SRA relative to SIT (45.0 ± 9.8 vs 72.8 ± 9.9 mL·min-1, P < 0.0001). There were no differences between conditions in the temporal change in femoral artery FMD across 3.5 h (Ptime-condition > 0.05 for all). CONCLUSION: Frequently interrupting sitting with SRA acutely increased resting shear rate and blood flow in women with PCOS but did not alter FMD. With sedentary behavior increasing in prevalence, longer-term studies of similar interventions to reduce and break up sitting time are warranted.",Medicine and science in sports and exercise,2021,10.1249/MSS.0000000000002513,Taylor FC,14,Randomized Controlled Trial,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Adult; Cross-Over Studies; Endothelium, Vascular; Female; Femoral Artery; Hemorheology; Humans; Polycystic Ovary Syndrome; Regional Blood Flow; Resistance Training; Sedentary Behavior; Sitting Position; Time Factors; Vasodilation",2026-09-25T01:46:52+00:00
32324293,Physical activity and sedentary behaviour in women with and without polycystic ovary syndrome: An Australian population-based cross-sectional study.,"OBJECTIVE: Lifestyle is the first-line treatment for women with polycystic ovary syndrome (PCOS). This study examines the physical activity (PA) levels and sedentary behaviours of women with and without PCOS, and their alignment with the PCOS PA guideline. METHODS: This cross-sectional study on women (aged 22-27 years) in the Australian Longitudinal Study on Women's Health was conducted in 2019 using data collected in 2017. Self-reported PA levels and total daily sitting time (ST) of women with (n = 7051) and without (n = 796) self-reported PCOS were presented, stratified by body mass index (BMI) and a combined overweight/obese group. RESULTS: 71.0% and 56.7% of the entire study cohort achieved PA levels recommended for weight maintenance and weight loss, respectively. Overall, PA levels were lower and ST was higher in women with than without PCOS. In each BMI category, similar proportions of women with and without PCOS met the PA guidelines but became lower as BMI category increased. Fewer overweight/obese group women with than without PCOS aligned with recommendations for weight maintenance (58.7% vs 65.7%, P = .003) or weight loss (45.1% vs 50.3%, P = .032). ST ≥8 h/d was observed in two-thirds of women with and without self-reported PCOS similarly before and after stratifying by BMI. CONCLUSION: High sedentary behaviour was extremely prevalent. Although the majority of women met PA recommendations for weight maintenance, only one in two overweight/obese women met PA recommendation for weight loss. Overweight/obese women with PCOS were more likely to participate in insufficient PA and require increased support to achieve sustainable healthy lifestyle.",Clinical endocrinology,2020,10.1111/cen.14205,Tay CT,5,Observational Study,"Journal Article; Research Support, Non-U.S. Gov't",Australia; Body Mass Index; Cross-Sectional Studies; Exercise; Female; Humans; Longitudinal Studies; Polycystic Ovary Syndrome; Sedentary Behavior,2026-09-25T01:46:52+00:00
32187268,Polycystic ovary syndrome associated with increased adiposity interferes with serum levels of TNF-alpha and IL-6 differently from leptin and adiponectin.,"Objective The aim of this study was to investigate polycystic ovary syndrome (PCOS) and to explore the relationship between body fat percentage and metabolic markers. Subjects and methods Sedentary women were assigned to PCOS (N = 60) and CONTROL (N = 60) groups. Each group was subdivided into three subgroups according to body fat percentage (22-27%, 27-32% and 32-37%). The protocol consisted of assessments of glucose, insulin, androgens, follicle stimulating hormone (FSH), luteinizing hormone (LH), 17-hydroxyprogesterone (17-OHP), leptin, adiponectin, tumor necrosis factor (TNF-α) and interleukin-6 (IL-6). Results The PCOS subgroups showed higher concentrations of androgens, LH and 17-OHP. Leptin showed direct relationship with increased body fat percentage, whereas adiponectin showed the inverse effect. However, both were unaffected by PCOS. TNF-α and IL-6 were higher in PCOS women and showed a direct relationship with increased body fat percentage. Glucose showed direct relationship with body fat percentage, whereas insulin presented higher values in PCOS women and direct relationship with increased body fat percentage. Conclusions Our findings indicate that PCOS and body fat percentage directly influence concentrations of insulin, TNF-α and IL-6, whereas leptin and adiponectin are influenced only by the increase in body fat percentage in these women. Arch Endocrinol Metab. 2020;64(1):4-10.",Archives of endocrinology and metabolism,2020,10.20945/2359-3997000000197,Cardoso NS,7,Other,Journal Article,17-alpha-Hydroxyprogesterone; Adiponectin; Adipose Tissue; Adolescent; Adult; Androgens; Biomarkers; Body Mass Index; Case-Control Studies; Female; Follicle Stimulating Hormone; Glucose; Humans; Insulin; Insulin Resistance; Interleukin-6; Leptin; Luteinizing Hormone; Metabolic Diseases; Polycystic Ovary Syndrome; Risk Factors; Sedentary Behavior; Tumor Necrosis Factor-alpha; Young Adult,2026-09-25T01:46:52+00:00
31959233,Supervised exercise training and increased physical activity to reduce cardiovascular disease risk in women with polycystic ovary syndrome: study protocol for a randomized controlled feasibility trial.,"BACKGROUND: Polycystic ovary syndrome (PCOS) affects up to 20% of women and is characterised by higher amounts of visceral fat, obesity, insulin resistance, dyslipidemia and reproductive and cardiometabolic complications. Increased oxidised low-density lipoprotein (LDL) concentrations have been associated with an increased risk of cardiovascular disease (CVD)-related events. Oxidised LDL is rarely used as a marker for CVD risk in PCOS-related studies despite its widely accepted role in atherogenesis and the increased risk factors associated with PCOS. Additionally, prolonged periods of sedentary behaviour can negatively affect metabolic health. No studies have specifically examined the effects of reducing sedentary behaviour on CVD risk in PCOS with a lifestyle physical activity intervention. The aim of the current study is to measure the feasibility of a randomised controlled trial (RCT) examining the effects of supervised exercise and reducing sedentary behaviour in women with PCOS on CVD risk. METHODS/DESIGN: A feasibility, exploratory RCT will be conducted. Fifty-one pre-menopausal females will be randomly allocated between an exercise group (EG), a lifestyle physical activity group (LPAG) and a control group. Participants in the EG will undertake a 12-week supervised aerobic exercise programme. The LPAG will aim to increase daily physical activity and reduce sedentary behaviour for 12 weeks. The control group will not take part in any intervention. Primary outcomes are feasibility and acceptability of the intervention and procedures. Secondary outcomes are oxidised LDL, aerobic fitness, blood lipid profile, fasting glucose and insulin, testosterone and inflammatory markers. DISCUSSION: PCOS is associated with various increased risk factors for CVD, including hypertension, dyslipidemia, abdominal obesity, insulin resistance, and inflammation. Whether oxidised LDL has a role in this increased risk is not yet known. The present study aims to measure the feasibility of implementing structured exercise training and/or increased lifestyle physical activity in women with PCOS, so that a subsequent adequately powered RCT can be designed. The results from the study will be used to refine the interventions and determine the acceptability of the study design. A limitation is that some self-monitoring in the lifestyle physical activity group may not be reliable or replicable, for example inputting information about time spent cleaning/gardening. TRIAL REGISTRATION: ClinicalTrials.gov, NCT03678714. Registered 20 September 2018.",Trials,2020,10.1186/s13063-019-3962-7,Woodward A,5,Clinical Trial,Clinical Trial Protocol; Journal Article,"Blood Glucose; C-Reactive Protein; Cardiovascular Diseases; Exercise; Exercise Therapy; Feasibility Studies; Female; Humans; Insulin; Lipoproteins, LDL; Patient Acceptance of Health Care; Polycystic Ovary Syndrome; Risk Reduction Behavior; Sedentary Behavior; Testosterone; Randomized Controlled Trials as Topic",2026-09-25T01:46:52+00:00
30753112,Amino acid and fatty acid metabolomic profile during fasting and hyperinsulinemia in girls with polycystic ovarian syndrome.,"Polycystic ovarian syndrome (PCOS) is associated with insulin resistance (IR) and altered muscle mitochondrial oxidative phosphorylation. IR in adults with obesity and diabetes is associated with changes in amino acid, free fatty acid (FFA), and mitochondrial acylcarnitine (AC) metabolism. We sought to determine whether these metabolites are associated with IR and/or androgens in youth-onset PCOS. We enrolled obese girls with PCOS [ n = 15, 14.5 yr (SD 1.6), %BMI 98.5 (SD 1.0)] and without PCOS [ n = 6, 13.2 yr (SD 1.2), %BMI 98.0 (SD 1.1)]. Insulin sensitivity was assessed by hyperinsulinemic euglycemic clamp. Untargeted metabolomics of plasma was performed while fasting and during hyperinsulinemia. Fasting arginine, glutamine, histidine, lysine, phenylalanine, and tyrosine were higher ( P < 0.04 for all but P < 0.001 for valine), as were glutamine and histidine during hyperinsulinemia ( P < 0.03). Higher valine during hyperinsulinemia was associated with IR ( r = 0.59, P = 0.006). Surprisingly, end-clamp AC C4 was lower in PCOS, and lower C4 was associated with IR ( r = -0.44, P = 0.04). End-clamp FFAs of C14:0, C16:1, and C18:1 were higher in PCOS girls, and C16:1 and C18:1 strongly associated with IR ( r = 0.73 and 0.53, P < 0.01). Free androgen index related negatively to short-, medium-, and long-chain AC ( r = -0.41 to -0.71, P < 0.01) but not FFA or amino acids. Obese girls with PCOS have a distinct metabolic signature during fasting and hyperinsulinemia. As in diabetes, IR related to valine and FFAs, with an unexpected relationship with AC C4, suggesting unique metabolism in obese girls with PCOS.",American journal of physiology. Endocrinology and metabolism,2019,10.1152/ajpendo.00532.2018,Cree-Green M,7,Other,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Absorptiometry, Photon; Adipose Tissue; Adolescent; Amino Acids; Blood Glucose; Body Composition; Calorimetry, Indirect; Carnitine; Case-Control Studies; Child; Estradiol; Fasting; Fatty Acids; Female; Glucose Clamp Technique; Humans; Hyperinsulinism; Insulin Resistance; Liver; Metabolome; Metabolomics; Mitochondria, Muscle; Muscle, Skeletal; Obesity; Polycystic Ovary Syndrome; Sedentary Behavior; Sex Hormone-Binding Globulin; Testosterone",2026-09-25T01:46:52+00:00
29877578,Effects of exercise and dietary habits on the occurrence of polycystic ovary syndrome over 5 years of follow-up.,"OBJECTIVE: To evaluate the effects of recent and previous exercise and dietary habits on the occurrence of polycystic ovary syndrome (PCOS). METHODS: The present study had a population-based case-control phase and a nested case-control phase. Women aged 12-44 years with and without PCOS were surveyed using the Semiquantitative Food Frequency Questionnaire and the International Physical Activity Questionnaire to evaluate the correlation of PCOS with recent (last 7 days) or previous (5 years ago) exercise and dietary habits. RESULTS: No difference in recent physical activity was found between the PCOS and control groups (case-control phase, n=1854). However, patients with PCOS had previously (5 years ago; nested case-control phase, n=1149) spent less time physical active in relation to transportation (P=0.003), housekeeping (P=0.023), walking (P<0.001), and activities of moderate intensity (P=0.008), and had spent more time sitting (P<0.001). Dietary nutrients and energy intake did not differ between the two groups (P>0.05 for all comparisons). CONCLUSIONS: Previous exercise habits were associated with subsequent PCOS whereas a recently acquired exercise routine was not. Women should avoid long-term sedentary lifestyle habits and focus on adding to the duration of, or enhancing the intensity of, physical activity.",International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,2018,10.1002/ijgo.12563,Zhang J,6,Other,Journal Article,Adolescent; Adult; Case-Control Studies; Child; Diet; Energy Intake; Exercise; Feeding Behavior; Female; Follow-Up Studies; Humans; Polycystic Ovary Syndrome; Surveys and Questionnaires; Young Adult,2026-09-25T01:46:52+00:00
29368340,Serum irisin concentrations in lean adolescents with polycystic ovary syndrome.,"OBJECTIVE: To explore differences in irisin concentrations between lean adolescents with PCOS and age- and body mass index (BMI)-matched controls and examine the associations of irisin with core features of the syndrome. DESIGN: Cross-sectional study. PATIENTS: Lean females with PCOS, aged 13-21 years. MEASUREMENTS: Physical, hormonal and sonographic assessment. Irisin concentrations were measured with ELISA. RESULTS: Participants included in total 39 sedentary females (mean ± SD; age 17.3 ± 2.1 years, BMI 20.7 ± 1.3 Kg/m2 ), 23 adolescents with PCOS and 16 controls. Adolescents with PCOS compared to controls had significantly elevated concentrations of fasting serum irisin (mean ± SD; PCOS, 1.7 ± 1.0 μg/mL vs controls, 1.0 ± 0.4 μg/mL; P = .007), luteinizing hormone (LH), oestradiol, testosterone, Δ4-androstenedione, 17-hydroxyprogesterone, glucose, as well as free androgen index, Ferriman-Gallwey score and mean ovarian volume (MOV). For the total sample, circulating irisin was positively correlated with MOV (r = .332, P = .041), glucose (r = .428, P = .007), insulin (rs = .369, P = .021) and HOMA-IR (rs = .422, P = .007) and negatively correlated with QUICKI (r = -.329, P = .041). Follicle-stimulating hormone (B = 0.295, Beta = .342, P = .042) and MOV (B = 0.182, Beta = 0.821, P = .001) were positive predictors, and LH (B = -0.108, Beta = -0.523, P = .010) and testosterone (B = -0.431, Beta = -0.457, P = .032) were negative predictors of irisin concentrations, whereas irisin positively predicted fasting glucose (B = 0.262, Beta = 0.428, P = .007). In the PCOS group, irisin concentrations were positively correlated with HOMA-IR (rs = .416, P = .048) but negatively correlated with LH (rs = -.499, P = .015), testosterone (r = -.585, P = .003), free androgen index (r = -.426, P = .048) and Ferriman-Gallwey score (r = -.533, P = .015). CONCLUSIONS: Irisin was associated with the adolescents' metabolic and reproductive characteristics and the hyperandrogenic phenotype of the syndrome. Much research is needed to ascertain mechanisms of elevated serum irisin in adolescent PCOS.",Clinical endocrinology,2018,10.1111/cen.13555,Bacopoulou F,7,Other,Journal Article,Adolescent; Case-Control Studies; Cross-Sectional Studies; Female; Fibronectins; Humans; Polycystic Ovary Syndrome; Sedentary Behavior; Young Adult,2026-09-25T01:46:52+00:00
30254392,Clinical efficacy of Vamana Karma with Ikshwaaku Beeja Yoga followed by Shatapushpadi Ghanavati in the management of Artava Kshaya w. s. r to polycystic ovarian syndrome.,"BACKGROUND: Due to sedentary lifestyle and stress, the incidence of metabolic disorders are increasing day by day. Among these polycystic ovarian syndrome (PCOS) is an intricate disorder affecting 4%-8% women in their reproductive age and related to ovarian dysfunction characterized by obesity, oligomenorrhea, anovulation and hyperandrogenism. In modern system of medicine, the available allopathic regimen has its own limitations, so it is need of time to find a safe and effective alternative therapy for such type of condition. The most common symptom in 85%-90% of PCOS patients is oligomenorrhea which can be correlated to Artava Kshaya (loss of menstrual fluid) in Ayurveda. Hence, in the present clinical study, Vamana Karma (therapeutic vomiting) with Ikshwaaku seed formulation followed by Shatapushpadi Ghanavati was planned. AIMS: To evaluate the efficacy of Vamana Karma (therapeutic vomiting) followed by Shatapushpadi Ghanavati in the management of Aartava Kshaya (loss of menstrual fluid) w. s. r to PCOS. MATERIALS AND METHODS: A total of 15 patients of PCOS were clinically diagnosed and treated by Vamana Karma (therapeutic vomiting) procedure with Ikshwaaku seed formulation. After completion of Vamana Karma (therapeutic vomiting) and Samsarjana Krama, (post therapy dietary regimen for revival) Shatapushpadi Ghanavati 2 Vati (each 500 mg) twice in a day with lukewarm water was given for 45 days. After completion of 2-month trial, assessment of therapy was estimated by subjective and objective parameters. RESULTS: Statistically extremely significant (P < 0.0001) results were found in menstrual irregularities, obesity, and body mass index. The significant result in reduction of nondominant follicles (P = 0.01 and 0.03 for right and left ovary, respectively), lowering the fasting blood sugar level (P = 0.02) and hirsutism (P = 0.03) was found. CONCLUSION: Vamana Karma (therapeutic vomiting) followed by Shatapushpadi Ghanavati is very effective in the management of obese PCOS patients and increasing chances of conception.",Ayu,2017,10.4103/ayu.AYU_192_16,Bhingardive KB,3,Other,Journal Article,,2026-09-25T01:46:52+00:00
27771865,Habitual physical activity is associated with improved anthropometric and androgenic profile in PCOS: a cross-sectional study.,"PURPOSE: To examine the effect of habitual physical activity (PA) on the metabolic and hormonal profiles of women with polycystic ovary syndrome. MATERIALS AND METHODS: Anthropometric, metabolic and hormonal assessment and determination of habitual PA levels with a digital pedometer were evaluated in 84 women with PCOS and 67 age- and body mass index (BMI)-matched controls. PA status was defined according to number of steps (≥7500 steps, active, or <7500 steps, sedentary). RESULTS: BMI was lower in active women from both groups. Active PCOS women presented lower waist circumference (WC) and lipid accumulation product (LAP) values versus sedentary PCOS women. In the control group, active women also had lower WC, lower values for fasting and 120-min insulin, and lower LAP than sedentary controls. In the PCOS group, androgen levels were lower in active versus sedentary women (p = 0.001). In the control group, free androgen index (FAI) was also lower in active versus sedentary women (p = 0.018). Homeostasis model assessment of insulin resistance and 2000 daily step increments were independent predictors of FAI. Each 2000 daily step increment was associated with a decrease of 1.07 in FAI. CONCLUSIONS: Habitual PA was associated with a better anthropometric and androgenic profile in PCOS.",Journal of endocrinological investigation,2017,10.1007/s40618-016-0570-1,Mario FM,3,Observational Study,Journal Article,Adult; Androgens; Anthropometry; Cross-Sectional Studies; Exercise; Female; Humans; Insulin; Insulin Resistance; Middle Aged; Polycystic Ovary Syndrome; Testosterone; Waist Circumference,2026-09-25T01:46:52+00:00
27601016,MANAGEMENT OF ENDOCRINE DISEASE: Morbidity in polycystic ovary syndrome.,"Polycystic ovary syndrome (PCOS) is the most prevalent endocrine condition in premenopausal women. The syndrome is characterized by hyperandrogenism, irregular menses and polycystic ovaries when other etiologies are excluded. Obesity, insulin resistance and low vitamin D levels are present in more than 50% patients with PCOS, these factors along with hyperandrogenism could have adverse effects on long-term health. Hyperinflammation and impaired epithelial function were reported to a larger extent in women with PCOS and could particularly be associated with hyperandrogenism, obesity and insulin resistance. Available data from register-based and data linkage studies support that metabolic-vascular and thyroid diseases, asthma, migraine, depression and cancer are diagnosed more frequently in PCOS, whereas fracture risk is decreased. Drug prescriptions are significantly more common in PCOS than controls within all diagnose categories including antibiotics. The causal relationship between PCOS and autoimmune disease represents an interesting new area of research. PCOS is a lifelong condition and long-term morbidity could be worsened by obesity, sedentary way of life, Western-style diet and smoking, whereas lifestyle intervention including weight loss may partly or fully resolve the symptoms of PCOS and could improve the long-term prognosis. In this review, the possible implications of increased morbidity for the clinical and biochemical evaluation of patients with PCOS at diagnosis and follow-up is further discussed along with possible modifying effects of medical treatment.",European journal of endocrinology,2017,10.1530/EJE-16-0373,Glintborg D,2,Review,Journal Article; Review,Bone Density; Depression; Endocrine System Diseases; Female; Gastrointestinal Diseases; Humans; Neoplasms; Polycystic Ovary Syndrome,2026-09-25T01:46:52+00:00
